#{"t_start": 1730027363.159436, "env_id": "None"}
r,l,t
126.460987,385,891.497107
61.437919,170,892.142895
49.996849,146,892.72293
172.660761,521,894.486528
0.062678,3,894.580767
49.484837,141,895.116477
145.845733,411,896.646051
58.723262,162,897.276438
148.518115,430,900.840118
119.160428,333,902.197042
151.146285,436,903.656221
146.536229,439,937.870202
44.86192,126,938.384827
30.127248,88,938.735164
56.129062,160,939.351762
143.62817,424,941.039921
50.087187,141,944.549912
50.348673,146,945.14761
48.578031,135,945.680853
153.677227,440,947.293796
57.059498,160,947.893495
129.196734,380,949.259965
63.220641,177,949.941397
70.39317,185,950.673935
7.059005,24,950.862519
49.033855,138,951.372793
156.783834,440,955.150952
49.531792,139,955.66611
46.194274,133,956.232924
46.701056,125,956.758206
172.219524,518,958.979948
43.481346,120,959.54598
166.286436,516,961.431807
157.32913,444,965.103458
56.565332,158,965.731757
45.706044,128,966.227559
57.995065,154,966.839147
135.098342,401,968.344947
152.290463,418,969.823592
51.681181,142,970.353439
126.997454,377,971.720117
48.87227,140,974.514906
45.485181,126,975.074485
174.208815,519,977.312632
44.009263,132,977.958831
46.246603,130,978.555828
140.592627,401,980.149895
58.317901,154,980.796317
40.63596,113,981.277343
51.718448,141,981.842269
28.145432,79,982.241309
42.800805,119,982.763666
178.916122,490,986.822238
49.585729,145,987.399636
34.550628,98,987.799523
35.415213,101,988.269647
141.588262,414,1019.318947
49.105129,137,1019.842945
23.808394,65,1020.126926
29.639895,84,1020.554744
50.199798,151,1021.180145
135.086305,388,1024.628161
51.808618,146,1025.162935
79.294907,234,1025.990566
2.083157,9,1026.097822
40.411438,118,1026.543082
52.909768,153,1027.103612
95.255443,258,1027.97218
8.522441,27,1028.146879
169.935803,520,1030.028848
54.915936,147,1030.605819
-0.5,1,1030.696217
39.759291,113,1031.14818
134.274698,383,1034.695026
53.01632,152,1035.267456
31.849014,86,1035.616134
47.704738,129,1036.200979
40.657147,115,1036.654591
134.207504,393,1038.091515
44.088414,120,1038.586607
51.203757,159,1039.219496
233.715744,718,1041.714679
12.96346,37,1041.915329
56.605104,167,1045.212661
20.506193,57,1045.491535
12.519819,36,1045.704727
7.897914,25,1045.861937
45.462813,133,1046.364748
230.461263,696,1048.702247
43.194676,124,1049.187766
22.555521,65,1049.480982
52.620307,149,1050.079938
80.939031,234,1050.928926
44.068243,118,1051.380536
6.507753,21,1051.530927
79.481643,234,1052.420895
51.135899,143,1054.940965
147.810467,430,1056.469455
0.175641,3,1056.56394
238.904625,721,1058.933487
130.917046,375,1060.202528
42.470135,119,1060.678032
131.308755,388,1064.043478
64.18711,170,1064.706382
6.899313,22,1064.86713
49.994614,141,1065.413599
64.25596,176,1066.075529
10.798125,31,1066.269929
26.53734,72,1066.578051
