#{"t_start": 1729962371.660071, "env_id": "None"}
r,l,t
-0.5,1,106.799518
-0.5,1,106.884872
-0.5,1,106.968057
-0.5,1,107.052776
-0.5,1,107.137568
-0.5,1,107.225203
-0.5,1,107.310132
-0.5,1,107.395379
-0.5,1,107.480005
-0.5,1,107.564834
-0.5,1,107.650011
-0.5,1,107.736984
-0.5,1,107.822137
-0.5,1,107.907174
-0.5,1,107.994413
-0.5,1,108.07893
-0.5,1,108.162416
-0.5,1,108.246916
-0.5,1,108.333479
-0.5,1,108.420196
-0.5,1,108.504233
-0.5,1,108.590959
-0.5,1,108.678509
-0.5,1,108.76194
-0.5,1,108.849366
-0.5,1,108.935457
-0.5,1,109.02212
-0.5,1,109.108415
-0.5,1,109.192543
-0.5,1,109.275409
-0.5,1,109.360694
-0.5,1,109.442645
-0.5,1,109.52706
-0.5,1,109.611684
-0.5,1,109.700278
-0.5,1,109.785693
-0.5,1,109.872504
-0.5,1,109.958446
-0.5,1,110.045859
-0.5,1,110.133092
-0.5,1,110.218522
-0.5,1,110.305677
-0.5,1,110.387195
-0.5,1,110.472545
-0.5,1,110.559073
-0.5,1,110.644871
-0.5,1,110.727062
-0.5,1,110.811233
-0.5,1,110.895995
-0.5,1,110.982987
-0.5,1,111.068538
-0.5,1,111.154004
-0.5,1,111.242956
-0.5,1,111.333129
-0.5,1,111.415498
-0.5,1,111.498481
-0.5,1,111.582016
-0.5,1,111.669472
-0.5,1,111.756368
-0.5,1,111.841033
-0.5,1,111.9282
-0.5,1,112.014773
-0.5,1,112.099489
-0.5,1,112.185412
-0.5,1,112.271023
-0.5,1,112.353121
-0.5,1,112.437391
-0.5,1,112.521628
-0.5,1,112.605489
-0.5,1,112.69202
-0.5,1,112.780429
-0.5,1,112.866329
-0.5,1,112.952506
-0.5,1,113.035651
-0.5,1,113.120589
-0.5,1,113.205527
-0.5,1,113.295551
-0.5,1,113.390647
-0.5,1,113.489895
-0.5,1,113.577039
-0.5,1,113.664797
-0.5,1,113.750431
-0.5,1,113.834368
-0.5,1,113.921633
-0.5,1,114.005481
-0.5,1,114.090408
-0.5,1,114.177745
-0.5,1,114.264487
-0.5,1,114.350366
-0.5,1,114.433411
-0.5,1,114.517009
-0.5,1,114.601408
-0.5,1,114.688435
-0.5,1,114.772327
-0.5,1,114.856926
-0.5,1,114.941394
-0.5,1,115.025839
-0.5,1,115.111367
-0.5,1,115.195927
-0.5,1,115.280503
-0.5,1,115.363918
-0.5,1,115.447194
-0.5,1,115.530988
-0.5,1,115.614753
-0.5,1,115.699496
-0.5,1,115.783509
-0.5,1,115.866297
-0.5,1,115.949395
-0.5,1,116.03535
-0.5,1,116.12064
-0.5,1,116.20543
-0.5,1,116.292305
-0.5,1,116.378416
-0.5,1,116.461009
-0.5,1,116.546391
-0.5,1,116.630366
-0.5,1,116.714138
-0.5,1,116.799399
-0.5,1,116.881163
-0.5,1,116.965405
-0.5,1,117.04939
-0.5,1,117.13341
-0.5,1,117.218586
-0.5,1,117.30707
-0.5,1,117.38972
-0.5,1,117.472944
-0.5,1,117.555298
-0.5,1,117.638925
-0.5,1,117.721994
-0.5,1,117.805628
-0.5,1,117.889427
-0.5,1,117.974206
-0.5,1,118.061495
-0.5,1,118.147062
-0.5,1,118.231351
-0.5,1,118.317874
-0.5,1,118.40067
-0.5,1,118.484265
-0.5,1,118.568368
-0.5,1,118.657352
-0.5,1,118.740327
-0.5,1,118.824578
-0.5,1,118.908567
-0.5,1,118.994369
-0.5,1,119.078097
-0.5,1,119.160376
-0.5,1,119.244991
-0.5,1,119.331365
-0.5,1,119.417067
-0.5,1,119.500668
-0.5,1,119.58488
-0.5,1,119.666934
-0.5,1,119.751195
-0.5,1,119.835602
-0.5,1,119.918553
-0.5,1,120.004719
-0.5,1,120.091599
-0.5,1,120.175304
-0.5,1,120.25999
-0.5,1,120.344955
-0.5,1,120.430369
-0.5,1,120.5142
-0.5,1,120.597523
-0.5,1,120.67994
-0.5,1,120.762576
-0.5,1,120.849322
-0.5,1,120.932411
-0.5,1,121.015494
-0.5,1,121.099901
-0.5,1,121.182096
-0.5,1,121.267904
-0.5,1,121.351433
-0.5,1,121.435308
-0.5,1,121.520417
-0.5,1,121.604185
-0.5,1,121.689384
-0.5,1,121.771425
-0.5,1,121.85431
-0.5,1,121.939607
-0.5,1,122.023745
-0.5,1,122.108391
-0.5,1,122.192595
-0.5,1,122.275781
-0.5,1,122.360485
-0.5,1,122.443619
-0.5,1,122.526396
-0.5,1,122.612371
-0.5,1,122.696902
-0.5,1,122.780595
-0.5,1,122.866007
-0.5,1,122.951281
-0.5,1,123.037308
-0.5,1,123.124114
-0.5,1,123.209961
-0.5,1,123.297157
-0.5,1,123.381432
-0.5,1,123.471462
-0.5,1,123.558793
-0.5,1,123.64929
-0.5,1,123.73756
-0.5,1,123.82639
-0.5,1,123.917562
-0.5,1,124.005948
-0.5,1,124.095611
-0.5,1,124.184693
-0.5,1,124.277425
-0.5,1,124.365396
-0.5,1,124.453569
-0.5,1,124.542693
-0.5,1,124.637006
-0.5,1,124.728373
-0.5,1,124.812141
-0.5,1,124.895528
-0.5,1,124.981392
-0.5,1,125.065879
-0.5,1,125.151441
-0.5,1,125.237754
-0.5,1,125.320527
-0.5,1,125.40561
-0.5,1,125.488779
-0.5,1,125.571925
-0.5,1,125.658712
-0.5,1,125.748375
-0.5,1,125.837148
-0.5,1,125.92361
-0.5,1,126.013163
-0.5,1,126.103235
-0.5,1,126.19089
-0.5,1,126.276383
-0.5,1,126.360392
-0.5,1,126.442226
-0.5,1,126.527489
-0.5,1,126.611888
-0.5,1,126.697264
-0.5,1,126.780442
-0.5,1,126.864754
-0.5,1,126.949211
-0.5,1,127.034367
-0.5,1,127.118637
-0.5,1,127.206384
-0.5,1,127.290585
-0.5,1,127.375118
-0.5,1,127.459907
-0.5,1,127.546964
-0.5,1,127.631407
-0.5,1,127.714225
-0.5,1,127.797061
-0.5,1,127.87952
-0.5,1,127.965745
-0.5,1,128.052213
-0.5,1,128.13902
-0.5,1,128.226014
-0.5,1,128.310986
-0.5,1,128.395477
-0.5,1,128.480369
-0.5,1,128.563395
-0.5,1,128.653201
-0.5,1,128.74423
-0.5,1,128.825862
-0.5,1,128.911422
-0.5,1,128.995618
-0.5,1,129.0804
-0.5,1,129.164433
-0.5,1,129.249743
-0.5,1,129.336128
-0.5,1,129.419661
-0.5,1,129.505518
-0.5,1,129.591638
-0.5,1,129.67421
-0.5,1,129.757736
-0.5,1,129.843964
-0.5,1,129.93137
-0.5,1,130.027874
-0.5,1,130.116935
-0.5,1,130.20557
-0.5,1,130.292373
-0.5,1,130.379874
-0.5,1,130.461829
-0.5,1,130.544696
-0.5,1,130.628546
-0.5,1,130.711147
-0.5,1,130.795547
-0.5,1,130.883026
-0.5,1,130.966255
-0.5,1,131.047996
-0.5,1,131.133679
-0.5,1,131.222895
-0.5,1,131.313043
-0.5,1,131.396256
-0.5,1,131.483758
-0.5,1,131.564565
-0.5,1,131.649806
-0.5,1,131.733252
-0.5,1,131.817327
-0.5,1,131.904163
-0.5,1,131.98589
-0.5,1,132.072118
-0.5,1,132.155276
-0.5,1,132.240664
-0.5,1,132.324883
-0.5,1,132.408392
-0.5,1,132.49349
-0.5,1,132.57769
-0.5,1,132.660398
-0.5,1,132.744872
-0.5,1,132.830533
-0.5,1,132.915148
-0.5,1,132.997725
-0.5,1,133.081606
-0.5,1,133.164876
-0.5,1,133.252353
-0.5,1,133.335701
-0.5,1,133.421692
-0.5,1,133.504404
-0.5,1,133.586308
-0.5,1,133.67015
-0.5,1,133.75324
-0.5,1,133.835885
-0.5,1,133.920405
-0.5,1,134.00709
-0.5,1,134.090555
-0.5,1,134.173453
-0.5,1,134.25939
-0.5,1,134.341883
-0.5,1,134.423639
-0.5,1,134.50594
-0.5,1,134.588579
-0.5,1,134.673385
-0.5,1,134.759965
-0.5,1,134.840407
-0.5,1,134.923752
-0.5,1,135.008613
-0.5,1,135.093369
-0.5,1,135.175053
-0.5,1,135.263173
-0.5,1,135.347194
-0.5,1,135.431405
-0.5,1,135.514873
-0.5,1,135.596957
-0.5,1,135.681063
-0.5,1,135.765169
-0.5,1,135.847528
-0.5,1,135.930248
-0.5,1,136.016371
-0.5,1,136.103954
-0.5,1,136.188501
-0.5,1,136.275425
-0.5,1,136.358286
-0.5,1,136.443941
-0.5,1,136.527393
-0.5,1,136.609482
-0.5,1,136.69351
-0.5,1,136.777523
-0.5,1,136.861274
-0.5,1,136.944504
-0.5,1,137.030518
-0.5,1,137.113872
-0.5,1,137.199969
-0.5,1,137.288368
-0.5,1,137.370882
-0.5,1,137.454875
-0.5,1,137.53779
-0.5,1,137.623725
-0.5,1,137.707915
-0.5,1,137.791576
-0.5,1,137.876089
-0.5,1,137.960104
-0.5,1,138.04556
-0.5,1,138.128706
-0.5,1,138.214039
-0.5,1,138.301201
-0.5,1,138.384874
-0.5,1,138.465438
-0.5,1,138.549417
-0.5,1,138.633202
-0.5,1,138.719588
-0.5,1,138.80412
-0.5,1,138.886947
-0.5,1,138.970283
-0.5,1,139.056369
-0.5,1,139.137373
-0.5,1,139.220422
-0.5,1,139.309567
-0.5,1,139.397214
-0.5,1,139.482967
-0.5,1,139.566068
-0.5,1,139.64838
-0.5,1,139.733373
-0.5,1,139.818417
-0.5,1,139.901974
-0.5,1,139.98588
-0.5,1,140.070207
-0.5,1,140.152374
-0.5,1,140.237387
-0.5,1,140.324678
-0.5,1,140.408226
-0.5,1,140.494783
-0.5,1,140.576903
-0.5,1,140.660437
-0.5,1,140.743877
-0.5,1,140.82839
-0.5,1,140.912878
-0.5,1,140.998969
-0.5,1,141.082457
-0.5,1,141.169374
-0.5,1,141.257473
-0.5,1,141.341692
-0.5,1,141.424927
-0.5,1,141.507009
-0.5,1,141.591481
-0.5,1,141.677411
-0.5,1,141.760442
-0.5,1,141.846923
-0.5,1,141.930434
-0.5,1,142.012236
-0.5,1,142.099043
-0.5,1,142.185067
-0.5,1,142.268917
-0.5,1,142.353404
-0.5,1,142.436368
-0.5,1,142.520169
-0.5,1,142.604877
-0.5,1,142.689642
-0.5,1,142.772215
-0.5,1,142.858383
-0.5,1,142.942901
-0.5,1,143.02729
-0.5,1,143.112977
-0.5,1,143.197981
-0.5,1,143.287347
-0.5,1,143.371892
-0.5,1,143.455085
-0.5,1,143.53787
-0.5,1,143.620517
-0.5,1,143.703003
-0.5,1,143.785454
-0.5,1,143.868926
-0.5,1,143.954366
-0.5,1,144.037739
-0.5,1,144.122884
-0.5,1,144.208506
-0.5,1,144.293615
-0.5,1,144.380878
-0.5,1,144.46843
-0.5,1,144.551048
-0.5,1,144.636404
-0.5,1,144.719599
-0.5,1,144.802917
-0.5,1,144.885585
-0.5,1,144.971172
-0.5,1,145.059984
-0.5,1,145.142879
-0.5,1,145.227087
-0.5,1,145.316023
-0.5,1,145.401888
-0.5,1,145.487023
-0.5,1,145.570407
-0.5,1,145.656821
-0.5,1,145.738954
-0.5,1,145.822971
-0.5,1,145.905163
-0.5,1,145.992459
-0.5,1,146.076056
-0.5,1,146.161427
-0.5,1,146.247519
-0.5,1,146.335407
-0.5,1,146.420379
-0.5,1,146.505009
-0.5,1,146.591475
-0.5,1,146.673887
-0.5,1,146.75737
-0.5,1,146.841103
-0.5,1,146.924748
-0.5,1,147.00837
-0.5,1,147.093656
-0.5,1,147.17787
-0.5,1,147.264951
-0.5,1,147.351409
-0.5,1,147.434629
-0.5,1,147.521626
-0.5,1,147.60432
-0.5,1,147.685697
-0.5,1,147.768964
-0.5,1,147.853368
-0.5,1,147.939693
-0.5,1,148.021914
-0.5,1,148.105951
-0.5,1,148.191429
-0.5,1,148.278496
-0.5,1,148.36448
-0.5,1,148.451457
-0.5,1,148.536399
-0.5,1,148.620321
-0.5,1,148.704217
-0.5,1,148.791632
-0.5,1,148.877445
-0.5,1,148.961011
-0.5,1,149.045081
-0.5,1,149.125909
-0.5,1,149.211218
-0.5,1,149.295515
-0.5,1,149.38042
-0.5,1,149.463495
-0.5,1,149.543952
-0.5,1,149.626902
-0.5,1,149.70858
-0.5,1,149.793643
-0.5,1,149.876916
-0.5,1,149.961101
-0.5,1,150.043947
-0.5,1,150.128404
-0.5,1,150.211372
-0.5,1,150.298994
-0.5,1,150.383218
-0.5,1,150.46837
-0.5,1,150.551382
-0.5,1,150.631412
-0.5,1,150.71337
-0.5,1,150.79551
-0.5,1,150.87992
-0.5,1,150.964514
-0.5,1,151.052381
-0.5,1,151.134441
-0.5,1,151.219067
-0.5,1,151.30867
-0.5,1,151.393639
-0.5,1,151.475947
-0.5,1,151.561466
-0.5,1,151.645895
-0.5,1,151.730398
-0.5,1,151.813453
-0.5,1,151.897929
-0.5,1,151.9815
-0.5,1,152.06611
-0.5,1,152.151209
-0.5,1,152.235405
-0.5,1,152.321676
-0.5,1,152.406212
-0.5,1,152.491433
-0.5,1,152.577547
-0.5,1,152.662256
-0.5,1,152.745875
-0.5,1,152.829408
-0.5,1,152.91453
-0.5,1,152.999055
-0.5,1,153.084406
-0.5,1,153.166952
-0.5,1,153.252384
-0.5,1,153.336917
-0.5,1,153.41953
-0.5,1,153.504403
-0.5,1,153.585448
-0.5,1,153.671223
-0.5,1,153.757875
-0.5,1,153.841476
-0.5,1,153.923887
-0.5,1,154.010388
-0.5,1,154.09589
-0.5,1,154.17999
-0.5,1,154.267501
-0.5,1,154.358279
-0.5,1,154.447373
-0.5,1,154.535992
-0.5,1,154.622
-0.5,1,154.706046
-0.5,1,154.791601
-0.5,1,154.875368
-0.5,1,154.960515
-0.5,1,155.04395
-0.5,1,155.128403
-0.5,1,155.213576
-0.5,1,155.298951
-0.5,1,155.384693
-0.5,1,155.468477
-0.5,1,155.554365
-0.5,1,155.637268
-0.5,1,155.721877
-0.5,1,155.801948
-0.5,1,155.888237
-0.5,1,155.973447
-0.5,1,156.060917
-0.5,1,156.14388
-0.5,1,156.228313
-0.5,1,156.31345
-0.5,1,156.398129
-0.5,1,156.481152
-0.5,1,156.564379
-0.5,1,156.652373
-0.5,1,156.739976
-0.5,1,156.826077
-0.5,1,156.920029
-0.5,1,157.007198
-0.5,1,157.095712
-0.5,1,157.194892
-0.5,1,157.284846
-0.5,1,157.373914
-0.5,1,157.465737
-0.5,1,157.556974
-0.5,1,157.649096
-0.5,1,157.739438
-0.5,1,157.834261
-0.5,1,157.921697
-0.5,1,158.00593
-0.5,1,158.090516
-0.5,1,158.17707
-0.5,1,158.262283
-0.5,1,158.347355
-0.5,1,158.43048
-0.5,1,158.513368
-0.5,1,158.600049
-0.5,1,158.683889
-0.5,1,158.768932
-0.5,1,158.853431
-0.5,1,158.940544
-0.5,1,159.029255
-0.5,1,159.121994
-0.5,1,159.215432
-0.5,1,159.301959
-0.5,1,159.38872
-0.5,1,159.473038
-0.5,1,159.55802
-0.5,1,159.643775
-0.5,1,159.730165
-0.5,1,159.81423
-0.5,1,159.896396
-0.5,1,159.981874
-0.5,1,160.068436
-0.5,1,160.155987
-0.5,1,160.237372
-0.5,1,160.321712
-0.5,1,160.40516
-0.5,1,160.48588
-0.5,1,160.569964
-0.5,1,160.654367
-0.5,1,160.738924
-0.5,1,160.824944
-0.5,1,160.91053
-0.5,1,160.995451
-0.5,1,161.077543
-0.5,1,161.161695
-0.5,1,161.248408
-0.5,1,161.332497
-0.5,1,161.418606
-0.5,1,161.501878
-0.5,1,161.585811
-0.5,1,161.671939
-0.5,1,161.757433
-0.5,1,161.840769
-0.5,1,161.924591
-0.5,1,162.007875
-0.5,1,162.093463
-0.5,1,162.179876
-0.5,1,162.267397
-0.5,1,162.351462
-0.5,1,162.435419
-0.5,1,162.520038
-0.5,1,162.60573
-0.5,1,162.693554
-0.5,1,162.783742
-0.5,1,162.869992
-0.5,1,162.953022
-0.5,1,163.037417
-0.5,1,163.1209
-0.5,1,163.205097
-0.5,1,163.29172
-0.5,1,163.374108
-0.5,1,163.458986
-0.5,1,163.543543
-0.5,1,163.625384
-0.5,1,163.709434
-0.5,1,163.793407
-0.5,1,163.876331
-0.5,1,163.959024
-0.5,1,164.042692
-0.5,1,164.124404
-0.5,1,164.205875
-0.5,1,164.290428
-0.5,1,164.372217
-0.5,1,164.45752
-0.5,1,164.540278
-0.5,1,164.627882
-0.5,1,164.712601
-0.5,1,164.796374
-0.5,1,164.880717
-0.5,1,164.964424
-0.5,1,165.049058
-0.5,1,165.131023
-0.5,1,165.215606
-0.5,1,165.301207
-0.5,1,165.385976
-0.5,1,165.471169
-0.5,1,165.553992
-0.5,1,165.637428
-0.5,1,165.724426
-0.5,1,165.806203
-0.5,1,165.892373
-0.5,1,165.977202
-0.5,1,166.060568
-0.5,1,166.145927
-0.5,1,166.230947
-0.5,1,166.316985
-0.5,1,166.401179
-0.5,1,166.484769
-0.5,1,166.565499
-0.5,1,166.648413
-0.5,1,166.73408
-0.5,1,166.819749
-0.5,1,166.904398
-0.5,1,166.985883
-0.5,1,167.071157
-0.5,1,167.154144
-0.5,1,167.240283
-0.5,1,167.328925
-0.5,1,167.41237
-0.5,1,167.497176
-0.5,1,167.581524
-0.5,1,167.664376
-0.5,1,167.747199
-0.5,1,167.835439
-0.5,1,167.920981
-0.5,1,168.00391
-0.5,1,168.08837
-0.5,1,168.171892
-0.5,1,168.25571
-0.5,1,168.341015
-0.5,1,168.424276
-0.5,1,168.507262
-0.5,1,168.591525
-0.5,1,168.675419
-0.5,1,168.76384
-0.5,1,168.852186
-0.5,1,168.935642
-0.5,1,169.02088
-0.5,1,169.105
-0.5,1,169.189476
-0.5,1,169.27449
-0.5,1,169.359295
-0.5,1,169.443721
-0.5,1,169.527922
-0.5,1,169.610371
-0.5,1,169.693817
-0.5,1,169.779486
-0.5,1,169.864393
-0.5,1,169.948979
-0.5,1,170.033374
-0.5,1,170.114377
-0.5,1,170.199075
-0.5,1,170.288218
-0.5,1,170.372374
-0.5,1,170.455956
-0.5,1,170.542095
-0.5,1,170.62454
-0.5,1,170.709368
-0.5,1,170.793887
-0.5,1,170.877712
-0.5,1,170.961994
-0.5,1,171.043877
-0.5,1,171.128004
-0.5,1,171.211429
-0.5,1,171.296909
-0.5,1,171.381875
-0.5,1,171.4658
-0.5,1,171.550094
-0.5,1,171.635981
-0.5,1,171.720693
-0.5,1,171.805883
-0.5,1,171.890481
-0.5,1,171.971439
-0.5,1,172.059395
-0.5,1,172.141871
-0.5,1,172.225544
-0.5,1,172.312368
-0.5,1,172.398069
-0.5,1,172.483526
-0.5,1,172.568371
-0.5,1,172.650521
-0.5,1,172.732691
-0.5,1,172.815526
-0.5,1,172.903237
-0.5,1,172.987077
-0.5,1,173.073031
-0.5,1,173.156367
-0.5,1,173.258694
-0.5,1,173.347023
-0.5,1,173.428985
-0.5,1,173.513367
-0.5,1,173.598176
-0.5,1,173.679821
-0.5,1,173.761675
-0.5,1,173.845892
-0.5,1,173.931105
-0.5,1,174.017237
-0.5,1,174.101391
-0.5,1,174.183096
-0.5,1,174.273777
-0.5,1,174.358381
-0.5,1,174.442456
-0.5,1,174.524988
-0.5,1,174.60873
-0.5,1,174.692444
-0.5,1,174.776073
-0.5,1,174.858922
-0.5,1,174.944527
-0.5,1,175.030049
-0.5,1,175.11369
-0.5,1,175.197988
-0.5,1,175.285356
-0.5,1,175.369373
-0.5,1,175.453383
-0.5,1,175.53402
-0.5,1,175.616372
-0.5,1,175.700011
-0.5,1,175.785692
-0.5,1,175.870367
-0.5,1,175.952368
-0.5,1,176.035769
-0.5,1,176.123133
-0.5,1,176.208375
-0.5,1,176.290424
-0.5,1,176.375405
-0.5,1,176.460458
-0.5,1,176.545205
-0.5,1,176.630372
-0.5,1,176.71359
-0.5,1,176.795399
-0.5,1,176.879879
-0.5,1,176.964959
-0.5,1,177.050086
-0.5,1,177.133872
-0.5,1,177.219962
-0.5,1,177.306039
-0.5,1,177.392554
-0.5,1,177.475366
-0.5,1,177.559993
-0.5,1,177.644808
-0.5,1,177.728089
-0.5,1,177.81281
-0.5,1,177.898008
-0.5,1,177.980876
-0.5,1,178.06361
-0.5,1,178.149409
-0.5,1,178.237019
-0.5,1,178.323792
-0.5,1,178.407503
-0.5,1,178.490694
-0.5,1,178.572713
-0.5,1,178.656283
-0.5,1,178.742374
-0.5,1,178.830202
-0.5,1,178.911407
-0.5,1,178.995448
-0.5,1,179.079499
-0.5,1,179.163148
-0.5,1,179.251421
-0.5,1,179.337371
-0.5,1,179.422401
-0.5,1,179.50824
-0.5,1,179.591626
-0.5,1,179.679443
-0.5,1,179.763059
-0.5,1,179.850886
-0.5,1,179.935116
-0.5,1,180.02046
-0.5,1,180.10205
-0.5,1,180.18748
-0.5,1,180.274785
-0.5,1,180.357433
-0.5,1,180.44114
-0.5,1,180.523549
-0.5,1,180.609367
-0.5,1,180.693563
-0.5,1,180.775885
-0.5,1,180.863028
-0.5,1,180.944379
-0.5,1,181.028949
-0.5,1,181.113367
-0.5,1,181.195403
-0.5,1,181.280535
-0.5,1,181.36443
-0.5,1,181.448792
-0.5,1,181.532925
-0.5,1,181.617098
-0.5,1,181.702924
-0.5,1,181.788605
-0.5,1,181.875034
-0.5,1,181.960543
-0.5,1,182.044693
-0.5,1,182.128315
-0.5,1,182.211401
-0.5,1,182.297257
-0.5,1,182.382988
-0.5,1,182.465391
-0.5,1,182.551913
-0.5,1,182.635694
-0.5,1,182.717897
-0.5,1,182.802118
-0.5,1,182.884441
-0.5,1,182.96707
-0.5,1,183.051432
-0.5,1,183.133211
-0.5,1,183.216959
-0.5,1,183.302145
-0.5,1,183.38442
-0.5,1,183.468934
-0.5,1,183.552593
-0.5,1,183.63728
-0.5,1,183.721996
-0.5,1,183.804389
-0.5,1,183.888659
-0.5,1,183.971326
-0.5,1,184.054368
-0.5,1,184.135415
-0.5,1,184.220007
-0.5,1,184.309696
-0.5,1,184.395369
-0.5,1,184.479125
-0.5,1,184.565376
-0.5,1,184.650298
-0.5,1,184.733914
-0.5,1,184.821974
-0.5,1,184.908651
-0.5,1,184.995966
-0.5,1,185.077557
-0.5,1,185.163696
-0.5,1,185.249784
-0.5,1,185.334878
-0.5,1,185.41989
-0.5,1,185.503695
-0.5,1,185.591551
-0.5,1,185.674373
-0.5,1,185.758426
-0.5,1,185.842088
-0.5,1,185.925404
-0.5,1,186.010767
-0.5,1,186.094424
-0.5,1,186.183005
-0.5,1,186.271606
-0.5,1,186.361154
-0.5,1,186.449276
-0.5,1,186.535783
-0.5,1,186.621873
-0.5,1,186.710481
-0.5,1,186.79635
-0.5,1,186.883313
-0.5,1,186.969004
-0.5,1,187.050581
-0.5,1,187.135396
-0.5,1,187.219503
-0.5,1,187.307902
-0.5,1,187.391853
-0.5,1,187.479521
-0.5,1,187.567152
-0.5,1,187.652763
-0.5,1,187.735396
-0.5,1,187.821968
-0.5,1,187.909411
-0.5,1,187.995525
-0.5,1,188.079896
-0.5,1,188.164218
-0.5,1,188.251894
-0.5,1,188.337889
-0.5,1,188.42439
-0.5,1,188.509755
-0.5,1,188.593407
-0.5,1,188.677876
-0.5,1,188.761658
-0.5,1,188.849741
-0.5,1,188.935321
-0.5,1,189.019232
-0.5,1,189.105694
-0.5,1,189.190901
-0.5,1,189.277005
-0.5,1,189.363372
-0.5,1,189.446969
-0.5,1,189.532098
-0.5,1,189.615368
-0.5,1,189.705168
-0.5,1,189.793886
-0.5,1,189.884472
-0.5,1,189.975663
-0.5,1,190.069885
-0.5,1,190.160383
-0.5,1,190.252479
-0.5,1,190.340129
-0.5,1,190.428711
-0.5,1,190.519424
-0.5,1,190.607451
-0.5,1,190.695495
-0.5,1,190.79167
-0.5,1,190.88252
-0.5,1,190.969346
-0.5,1,191.053478
-0.5,1,191.138391
-0.5,1,191.222382
-0.5,1,191.309277
-0.5,1,191.393401
-0.5,1,191.481978
-0.5,1,191.566937
-0.5,1,191.654201
-0.5,1,191.739414
-0.5,1,191.824051
-0.5,1,191.914462
-0.5,1,192.00496
-0.5,1,192.098696
-0.5,1,192.190434
-0.5,1,192.283043
-0.5,1,192.371387
-0.5,1,192.455895
-0.5,1,192.538066
-0.5,1,192.623766
-0.5,1,192.711371
-0.5,1,192.795559
-0.5,1,192.882916
-0.5,1,192.967255
-0.5,1,193.052028
-0.5,1,193.13595
-0.5,1,193.219188
-0.5,1,193.305694
-0.5,1,193.390455
-0.5,1,193.475902
-0.5,1,193.56308
-0.5,1,193.651665
-0.5,1,193.737915
-0.5,1,193.824075
-0.5,1,193.910456
-0.5,1,193.995909
-0.5,1,194.079998
-0.5,1,194.162694
-0.5,1,194.250412
-0.5,1,194.333929
-0.5,1,194.420973
-0.5,1,194.505852
-0.5,1,194.591425
-0.5,1,194.675095
-0.5,1,194.760092
-0.5,1,194.846381
-0.5,1,194.931343
-0.5,1,195.01437
-0.5,1,195.10244
-0.5,1,195.186116
-0.5,1,195.274199
-0.5,1,195.359955
-0.5,1,195.444426
-0.5,1,195.537948
-0.5,1,195.629066
-0.5,1,195.717206
-0.5,1,195.803928
-0.5,1,195.890373
-0.5,1,195.977365
-0.5,1,196.062972
-0.5,1,196.15119
-0.5,1,196.235424
-0.5,1,196.322517
-0.5,1,196.405421
-0.5,1,196.491407
-0.5,1,196.578013
-0.5,1,196.661342
-0.5,1,196.74603
-0.5,1,196.834831
-0.5,1,196.920959
-0.5,1,197.007013
-0.5,1,197.104442
-0.5,1,197.197022
-0.5,1,197.2832
-0.5,1,197.369323
-0.5,1,197.455432
-0.5,1,197.540389
-0.5,1,197.627002
-0.5,1,197.717165
-0.5,1,197.802982
-0.5,1,197.885876
-0.5,1,197.970436
-0.5,1,198.053437
-0.5,1,198.137264
-0.5,1,198.224422
-0.5,1,198.30956
-0.5,1,198.393496
-0.5,1,198.479571
-0.5,1,198.564748
-0.5,1,198.647412
-0.5,1,198.733964
-0.5,1,198.816956
-0.5,1,198.910596
-0.5,1,199.002248
-0.5,1,199.092902
-0.5,1,199.18042
-0.5,1,199.269368
-0.5,1,199.354886
-0.5,1,199.443869
-0.5,1,199.530367
-0.5,1,199.615741
-0.5,1,199.699942
-0.5,1,199.788559
-0.5,1,199.875916
-0.5,1,199.958543
-0.5,1,200.042694
-0.5,1,200.129989
-0.5,1,200.215397
-0.5,1,200.302103
-0.5,1,200.386389
-0.5,1,200.472368
-0.5,1,200.556971
-0.5,1,200.643693
-0.5,1,200.727051
-0.5,1,200.813374
-0.5,1,200.898814
-0.5,1,200.983696
-0.5,1,201.068965
-0.5,1,201.153375
-0.5,1,201.238641
-0.5,1,201.325226
-0.5,1,201.410903
-0.5,1,201.497017
-0.5,1,201.582693
-0.5,1,201.670563
-0.5,1,201.757244
-0.5,1,201.84197
-0.5,1,201.927392
-0.5,1,202.013367
-0.5,1,202.099057
-0.5,1,202.188513
-0.5,1,202.279681
-0.5,1,202.367867
-0.5,1,202.455905
-0.5,1,202.55354
-0.5,1,202.639917
-0.5,1,202.724882
-0.5,1,202.814199
-0.5,1,202.900419
-0.5,1,202.987408
-0.5,1,203.073806
-0.5,1,203.158696
-0.5,1,203.242932
-0.5,1,203.330113
-0.5,1,203.414367
-0.5,1,203.496971
-0.5,1,203.582929
-0.5,1,203.667006
-0.5,1,203.752389
-0.5,1,203.839904
-0.5,1,203.925477
-0.5,1,204.010565
-0.5,1,204.095409
-0.5,1,204.182388
-0.5,1,204.271256
-0.5,1,204.353046
-0.5,1,204.439906
-0.5,1,204.525572
-0.5,1,204.610374
-0.5,1,204.69699
-0.5,1,204.782571
-0.5,1,204.868064
-0.5,1,204.954192
-0.5,1,205.039875
-0.5,1,205.139076
-0.5,1,205.227097
-0.5,1,205.315143
-0.5,1,205.400403
-0.5,1,205.487187
-0.5,1,205.573008
-0.5,1,205.662032
-0.5,1,205.746916
-0.5,1,205.834545
-0.5,1,205.920919
